CDPHId,ProductName,CSFId,CSF,CompanyId,CompanyName,BrandName,PrimaryCategoryId,PrimaryCategory,SubCategoryId,SubCategory,CasId,CasNumber,ChemicalId,ChemicalName,InitialDateReported,MostRecentDateReported,DiscontinuedDate,ChemicalCreatedAt,ChemicalUpdatedAt,ChemicalDateRemoved,ChemicalCount,DayNightUsage,SkinType,MaximumUsageDuration,ProductVolume,ProductRating,ReviewCount,ProductForm,TargetDemographic,IngredientCount,PackagingType,RecyclablePackaging,Certifications
9479,ZR LIPSTICK DELICIOUS,,,288,Armand Dupree Inc.,Zona Rosa,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,14427,Titanium dioxide,12/29/2009,12/29/2009,2000-01-01,12/29/2009,12/29/2009,2000-01-01,1,Both,Oily,36 months,50ml,2.0,3060.0,powder,Women,3.0,tube,No,None
36839,Essential Artist Kit,,,1245,Mirabella,Mirabella,44,Makeup Products (non-permanent),52,Lip Gloss/Shine,1032,13463-67-7,60200,"Titanium dioxide (airborne, unbound particles of respirable size)",03/20/2019,03/20/2019,2000-01-01,03/20/2019,03/20/2019,2000-01-01,1,Day,Normal,24 months,100ml,5.0,4285.0,cream,Men,20.0,box,No,None
37807,Dip & Buff Acrylic Dip Powder Glitter � Warmed In Wool,,,1035,Nail Alliance - Entity,Entity,59,Nail Products,60,Artificial Nails and Related Products,776,13463-67-7,62094,"Silica, crystalline (airborne particles of respirable size)",06/26/2019,06/26/2019,2000-01-01,06/26/2019,06/26/2019,2000-01-01,2,Both,Dry,12 months,200ml,5.0,4160.0,powder,Women,5.0,tube,No,Organic
37454,Beauty Bento Bouncy Matte & Shimmer Eyeshadow Trio 07 Glowing Guava,59959.0,7-1 Smoky Sepia,1163,Memebox Corporation,kaja,44,Makeup Products (non-permanent),48,Eye Shadow,894,14807-96-6,61536,Talc,05/21/2019,08/16/2019,2000-01-01,05/21/2019,05/21/2019,2000-01-01,2,Day,Dry,12 months,50ml,1.0,247.0,solid,Children,1.0,tube,Yes,Eco-Friendly
18887,Natural Blush Tint Powder,28491.0,Cool Pink,562,The Boots Company PLC,No7,44,Makeup Products (non-permanent),45,Blushes ,656,13463-67-7,28819,Titanium dioxide,11/20/2012,11/20/2012,2000-01-01,11/20/2012,11/20/2012,2000-01-01,1,Night,Oily,36 months,30g,4.0,4427.0,liquid,Children,20.0,bottle,Yes,Vegan
33039,Too Faced Peach Perfect Foundation - Nude,49358.0,CI 77491,1213,Too Faced Cosmetics,Too Faced Cosmetics,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,53328,Titanium dioxide,05/14/2018,05/14/2018,2000-01-01,05/14/2018,05/14/2018,2000-01-01,1,Both,Sensitive,36 months,15g,3.0,905.0,gel,Men,13.0,box,Yes,Cruelty-Free
17245,Ultra Hydrating Lip Colour,26283.0,Berry Sorbet,798,"Femme Couture International, Inc.",Femme Couture International,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,26819,Titanium dioxide,11/08/2011,11/08/2011,2000-01-01,11/08/2011,11/08/2011,2000-01-01,1,Day,Normal,36 months,100ml,2.0,1637.0,solid,Women,7.0,box,Yes,None
31358,Palette Pro Mini Eyeshadow Palette (389288),47628.0,Full Glam - Shade 2,1000,MAESA LLC,Collab,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,50964,Titanium dioxide,08/09/2017,08/09/2017,2000-01-01,08/09/2017,08/09/2017,2000-01-01,1,Both,Dry,36 months,50ml,3.0,1866.0,powder,Men,15.0,box,Yes,None
6948,Cosmic Shimmer Lip Smacker,25497.0,O&B Spun Sugar Shine- Pink - Sugar,246,"Bonne Bell, LLC",Smackers,44,Makeup Products (non-permanent),52,Lip Gloss/Shine,656,13463-67-7,10952,Titanium dioxide,11/13/2009,12/08/2011,2000-01-01,11/13/2009,11/13/2009,2000-01-01,1,Day,Oily,36 months,200ml,3.0,3723.0,cream,Women,27.0,jar,Yes,Vegan
40938,SEPHORA - GLOSSED BRILLANT � L�VRES / GLOSSED LIP GLOSS,63786.0,95/ Booked,198,S+,SEPHORA,44,Makeup Products (non-permanent),52,Lip Gloss/Shine,1001,12001-26-2,66993,Mica,01/20/2020,01/20/2020,2000-01-01,01/20/2020,01/20/2020,2000-01-01,2,Day,Normal,36 months,200ml,2.0,1550.0,powder,Men,13.0,bottle,No,None
19398,Poreriser,,,864,"Nippon Menard Cosmetic Co., Ltd.", Menard,90,Skin Care Products ,161,Facial Cream,656,13463-67-7,29447,Titanium dioxide,02/03/2013,03/11/2020,2000-01-01,02/03/2013,02/03/2013,2000-01-01,1,Both,Sensitive,36 months,15g,2.0,538.0,liquid,Men,16.0,box,No,None
35696,EYE SEE EYESHADOW (Mechanical Eye),54992.0,Mechanical Eye,1218,ZOEVA GmbH,ZOEVA,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,57552,Titanium dioxide,12/09/2018,12/09/2018,2000-01-01,12/09/2018,12/09/2018,2000-01-01,1,Night,Oily,24 months,30g,3.0,683.0,solid,Children,24.0,jar,Yes,None
12816,Kenneth Cole Black for Her Shower Gel,,,171,Coty,Black by Kenneth Cole,6,Bath Products,159,Body Washes and Soaps,656,13463-67-7,20006,Titanium dioxide,06/21/2010,01/31/2019,2000-01-01,06/21/2010,06/21/2010,2000-01-01,1,Night,Dry,36 months,100ml,5.0,3669.0,gel,Adults,11.0,tube,No,Vegan
2947,Neon Color Acrylic Powders,8775.0,Yellow,59,"Young Nails, Inc.",Young Nails,59,Nail Products,60,Artificial Nails and Related Products,333,50-00-0,7375,Formaldehyde (gas),10/08/2009,12/30/2010,2000-01-01,10/13/2009,10/13/2009,2000-01-01,2,Night,Sensitive,36 months,200ml,1.0,1794.0,cream,Adults,25.0,tube,No,Vegan
30693,MILANI BAKED BLUSH,47135.0,,1159,MILANI COSMETICS,MILANI,44,Makeup Products (non-permanent),49,Face Powders,1001,12001-26-2,49769,Mica,06/06/2017,06/06/2017,2000-01-01,06/06/2017,06/06/2017,2000-01-01,3,Both,Oily,36 months,200ml,2.0,4105.0,gel,Teens,6.0,tube,No,Eco-Friendly
36921,Build+Blend Foundation Drops,59021.0,Mocha,164,Palladio Beauty Group,Palladio,44,Makeup Products (non-permanent),57,Makeup Fixatives,656,13463-67-7,60383,Titanium dioxide,04/09/2019,04/09/2019,2000-01-01,04/09/2019,04/09/2019,2000-01-01,1,Night,Sensitive,24 months,30g,2.0,3927.0,gel,Teens,14.0,tube,No,None
32425,SEPHORA - COLOR HIT VERNIS A ONGLES / COLOR HIT NAIL POLISH,48241.0,62 Full moon party,198,S+,SEPHORA,59,Nail Products,65,Nail Polish and Enamel,1104,1333-86-4,52205,Carbon black,12/12/2017,12/12/2017,2000-01-01,12/12/2017,12/12/2017,2000-01-01,4,Day,Dry,24 months,30g,3.0,3560.0,cream,Teens,26.0,jar,No,Eco-Friendly
33898,BROW PENCIL PRECISION BROW SCULPTOR,51809.0,CHATAIN FONCE (40),1231,MAKE UP FOR EVER,MAKE UP FOR EVER,44,Makeup Products (non-permanent),46,Eyeliner/Eyebrow Pencils,656,13463-67-7,54736,Titanium dioxide,08/10/2018,08/10/2018,2000-01-01,08/10/2018,08/10/2018,2000-01-01,1,Both,Normal,24 months,30g,3.0,2507.0,cream,Teens,4.0,tube,Yes,Eco-Friendly
16213,Very Sexy Make Up- Lip Luster,24295.0,French Kiss,556,Victoria's Secret Beauty,Victoria's Secret Beauty,44,Makeup Products (non-permanent),52,Lip Gloss/Shine,773,13463-67-7,24839,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",03/08/2011,12/30/2013,10/01/2012,03/08/2011,12/20/2013,2000-01-01,2,Night,Dry,24 months,30g,2.0,1594.0,gel,Children,10.0,box,Yes,None
29812,MAVALA LIPSTICK,46604.0,VIEUX ROSE,1149,MAVALA S.A.,MAVALA,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",1147,123-35-3,48359,beta-Myrcene,04/03/2017,08/26/2019,2000-01-01,04/03/2017,04/03/2017,2000-01-01,2,Both,Oily,36 months,15g,1.0,2306.0,powder,Men,17.0,bottle,Yes,Eco-Friendly
30349,Gelish Dip - Dip Powder - Fairest of them All,,,1027,"Hand & Nail Harmony, Inc",Gelish,59,Nail Products,60,Artificial Nails and Related Products,776,13463-67-7,49214,"Silica, crystalline (airborne particles of respirable size)",05/02/2017,05/02/2017,2000-01-01,05/02/2017,05/02/2017,2000-01-01,2,Both,Normal,12 months,200ml,1.0,4818.0,powder,Adults,10.0,tube,Yes,Cruelty-Free
30270,NARS Velvet Duo Eyeshadow,46780.0,Charlotte Gainsbourg Old Church Street,352,Nars Cosmetics,NARS,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,49086,Titanium dioxide,04/28/2017,04/28/2017,2000-01-01,04/28/2017,04/28/2017,2000-01-01,1,Day,Oily,36 months,100ml,4.0,951.0,solid,Men,27.0,tube,Yes,None
36264,Nail Lacquer,56035.0,Feisty,1272,"VB Cosmetics, Inc.",Dazzle Dry,59,Nail Products,163,Nail Decoration,1104,1333-86-4,58687,Carbon black,01/23/2019,02/13/2019,2000-01-01,01/29/2019,01/29/2019,2000-01-01,2,Both,Normal,12 months,100ml,4.0,3989.0,powder,Children,8.0,jar,No,Vegan
38929,Perfect Dip - Dip System - Dip Powder - Cream - Taupe Of The A-List,,,1035,Nail Alliance - Entity,Artistic,59,Nail Products,65,Nail Polish and Enamel,656,13463-67-7,63946,Titanium dioxide,09/04/2019,09/04/2019,2000-01-01,09/04/2019,09/04/2019,2000-01-01,2,Night,Sensitive,36 months,200ml,1.0,1663.0,solid,Children,14.0,tube,Yes,Organic
36385,Diva Lash Color Mascara,57175.0,Lash Splash,23,Revlon Consumer Product Corporation,Sinful Colors,44,Makeup Products (non-permanent),162,Mascara/Eyelash Products,656,13463-67-7,58874,Titanium dioxide,02/01/2019,02/01/2019,2000-01-01,02/01/2019,02/01/2019,2000-01-01,1,Night,Sensitive,36 months,100ml,4.0,2681.0,gel,Teens,19.0,box,No,None
2514,BLACK LABEL LIPSTICK,4152.0,PECAN,30,"NYX Los Angeles, Inc.",NYX,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",92,25013-16-5,3490,Butylated hydroxyanisole,10/06/2009,12/30/2010,2000-01-01,10/06/2009,10/06/2009,2000-01-01,2,Night,Normal,24 months,50ml,4.0,110.0,liquid,Women,12.0,bottle,No,None
4051,Eye Shadow,8817.0,Hyacinth,206,"Melaleuca, Inc.",Sei Bella,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,7494,Titanium dioxide,10/13/2009,06/25/2014,2000-01-01,10/13/2009,10/13/2009,2000-01-01,1,Night,Normal,12 months,15g,4.0,1045.0,solid,Children,14.0,jar,Yes,Eco-Friendly
3192,LOOSE PEARL EYESHADOW,7206.0,OCEAN BLUE,30,"NYX Los Angeles, Inc.",NYX,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,5701,Titanium dioxide,10/09/2009,12/30/2010,2000-01-01,10/09/2009,10/09/2009,2000-01-01,1,Day,Oily,36 months,50ml,4.0,397.0,solid,Children,6.0,jar,Yes,Eco-Friendly
17797,ck one 3-in-1 face makeup spf 8,27576.0,CAPPUCCINO,171,Coty,ck one color,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,27559,Titanium dioxide,03/02/2012,02/01/2019,2000-01-01,03/02/2012,03/02/2012,2000-01-01,2,Day,Normal,12 months,30g,2.0,1382.0,solid,Adults,6.0,bottle,No,None
2707,NYX GIRLS NAIL POLISH,7930.0,HOT PINK GLITTER,30,"NYX Los Angeles, Inc.",NYX,59,Nail Products,65,Nail Polish and Enamel,656,13463-67-7,4219,Titanium dioxide,10/07/2009,12/30/2010,2000-01-01,10/07/2009,10/07/2009,2000-01-01,2,Both,Dry,24 months,50ml,4.0,2538.0,solid,Children,11.0,jar,Yes,Cruelty-Free
40988,CND SHELLAC LUXE NAIL ENAMEL #304 BLACK CHERRY,,,23,Revlon Consumer Product Corporation,Creative Nail Design,59,Nail Products,65,Nail Polish and Enamel,1104,1333-86-4,67115,Carbon black,01/29/2020,01/29/2020,2000-01-01,01/29/2020,01/29/2020,2000-01-01,1,Night,Oily,36 months,50ml,2.0,4418.0,powder,Women,25.0,bottle,No,None
26584,ORCHIDEE IMPERIALE EXCEPTIONAL COMPLETE CARE THE EYE AND LIP CREAM,,,298,GUERLAIN,GUERLAIN,90,Skin Care Products ,161,Facial Cream,656,13463-67-7,42205,Titanium dioxide,08/06/2015,08/06/2015,2000-01-01,08/06/2015,08/06/2015,2000-01-01,1,Both,Oily,12 months,15g,5.0,4565.0,liquid,Adults,27.0,box,Yes,None
1986,Expert Wear EyeShadow-Trios,2939.0,Almond Truffles,67,L'Oreal USA,Maybelline,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,2291,Titanium dioxide,09/30/2009,12/30/2010,2000-01-01,09/30/2009,09/30/2009,2000-01-01,1,Both,Oily,24 months,50ml,1.0,2849.0,powder,Men,15.0,bottle,No,Eco-Friendly
15582,Rimmel - London Glam'Eyes Trio Eye Shadow,21748.0,Orion,171,Coty,Rimmel - London,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,23901,Titanium dioxide,11/11/2010,12/01/2011,2000-01-01,11/11/2010,11/11/2010,2000-01-01,1,Both,Oily,36 months,200ml,4.0,525.0,solid,Children,24.0,box,Yes,Eco-Friendly
21599,Pro Performance Lipstick,31976.0,Shade 4,1049,Japonesque,Japonesque,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,32820,Titanium dioxide,11/25/2013,07/31/2019,2000-01-01,11/25/2013,11/25/2013,2000-01-01,1,Day,Dry,12 months,200ml,3.0,3382.0,powder,Men,13.0,tube,No,Organic
33465,DIOR VERNIS Couture Colour Gel Shine and Long Wear Nail Lacquer,60635.0,351,328,Parfums Christian Dior,Parfums Christian Dior,59,Nail Products,65,Nail Polish and Enamel,656,13463-67-7,54064,Titanium dioxide,07/04/2018,04/16/2020,2000-01-01,07/04/2018,07/17/2019,2000-01-01,1,Day,Dry,36 months,100ml,1.0,49.0,liquid,Adults,23.0,jar,Yes,Organic
16600,Lacquer Fuschia Fanatic,,,372,American International Industries,China Glaze,59,Nail Products,65,Nail Polish and Enamel,656,13463-67-7,25816,Titanium dioxide,05/19/2011,05/19/2011,2000-01-01,05/19/2011,05/19/2011,2000-01-01,1,Day,Oily,36 months,200ml,1.0,1576.0,gel,Children,5.0,bottle,Yes,Cruelty-Free
7185,04 Ultra Smooth Liquid Concealer,12122.0,Titanium Dioxide,77,"Buth-na-Bodhaige, Inc",The Body Shop,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,11242,Titanium dioxide,11/26/2009,07/11/2013,07/11/2013,11/26/2009,11/26/2009,2000-01-01,1,Both,Sensitive,12 months,30g,3.0,1787.0,cream,Women,10.0,box,No,None
27997,SPF Balm Tint,43288.0,babe,1090,Milk Make-up,Milk,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,45370,Titanium dioxide,04/07/2016,04/07/2016,2000-01-01,04/07/2016,04/07/2016,04/07/2016,1,Night,Sensitive,36 months,200ml,5.0,4357.0,liquid,Adults,6.0,jar,No,Vegan
13951,LOVING PEARLS 01,,,609,AROMCA S.A,ERRE DUE,44,Makeup Products (non-permanent),56,Rouges,656,13463-67-7,21553,Titanium dioxide,06/29/2010,06/29/2010,2000-01-01,06/29/2010,06/29/2010,2000-01-01,1,Night,Dry,36 months,30g,5.0,2629.0,powder,Teens,15.0,tube,Yes,Organic
25576,Custom Cover Drops,38409.0,N80,542,Cover FX Skin Care Inc.,Cover FX,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,39446,Titanium dioxide,03/05/2015,05/09/2019,03/01/2019,03/05/2015,03/05/2015,2000-01-01,1,Night,Normal,12 months,100ml,4.0,65.0,solid,Teens,27.0,jar,Yes,Organic
163,Colorstay Makeup for Normal/Dry Skin- Nude,,,23,Revlon Consumer Product Corporation,Revlon,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,174,Titanium dioxide,08/31/2009,08/31/2009,2000-01-01,08/31/2009,08/31/2009,2000-01-01,1,Day,Dry,36 months,50ml,5.0,3307.0,solid,Children,17.0,box,Yes,Eco-Friendly
1191,Matte Shadow,1810.0,Semi-Sweet,91,Merle Norman Cosmetics,SEPHORA,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,1312,Titanium dioxide,09/19/2009,11/22/2011,11/22/2011,09/19/2009,09/19/2009,2000-01-01,1,Both,Dry,12 months,30g,2.0,3521.0,cream,Women,16.0,bottle,No,None
3282,Sally Hansen Natural Beauty Instant Definition Eye Shadow Palette,6863.0,The Quartz Eye Palette,171,Coty,Sally Hansen Natural Beauty,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,5945,Titanium dioxide,10/12/2009,01/31/2019,2000-01-01,10/12/2009,10/12/2009,2000-01-01,1,Day,Oily,36 months,30g,3.0,2349.0,liquid,Teens,10.0,tube,Yes,None
23559,CoverGirl Bombshell Shineshadow,35791.0,Color Me Money,86,The Procter & Gamble Company,CoverGirl,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,35919,Titanium dioxide,09/16/2014,10/19/2018,10/02/2016,09/16/2014,09/16/2014,2000-01-01,1,Night,Sensitive,12 months,30g,2.0,628.0,liquid,Children,15.0,jar,Yes,Eco-Friendly
40069,PILLOW TALK INSTANT EYE PALETTE,62263.0,DAY � ENHANCE,1154,Charlotte Tilbury Beauty Ltd,Charlotte Tilbury,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,65511,Titanium dioxide,10/08/2019,10/08/2019,2000-01-01,10/08/2019,10/08/2019,2000-01-01,2,Night,Oily,24 months,200ml,1.0,3327.0,cream,Women,10.0,box,No,None
29079,SOAP BAR MISTLETOE,,,201,"Hallmark Cards, Inc.","Hallmark Cards, Inc.",74,Personal Care Products,170,Hand Cleansers and Sanitizers,656,13463-67-7,47151,Titanium dioxide,10/10/2016,10/10/2016,2000-01-01,10/10/2016,10/10/2016,2000-01-01,1,Night,Normal,24 months,15g,3.0,1282.0,gel,Children,12.0,bottle,No,None
24484,NARS Highlighting Blush Powder,54859.0,Sunstreak,352,Nars Cosmetics,NARS,44,Makeup Products (non-permanent),45,Blushes ,656,13463-67-7,57394,Titanium dioxide,12/22/2014,11/29/2018,2000-01-01,11/29/2018,11/29/2018,2000-01-01,2,Both,Dry,36 months,50ml,4.0,3042.0,gel,Teens,3.0,jar,No,Cruelty-Free
3749,TEINT LIFT ECLAT SPF 15 SUPER RESTORATIVE FOUNDATION SPF 15,7696.0,10,22,CLARINS S.A.,CLARINS PARIS,106,Sun-Related Products,107,Sunscreen (making a cosmetic claim) ,656,13463-67-7,6770,Titanium dioxide,10/13/2009,12/30/2010,2000-01-01,10/13/2009,10/13/2009,2000-01-01,1,Night,Dry,36 months,15g,5.0,4891.0,gel,Women,1.0,tube,No,None
24457,CoverGirl Queen Lip Gloss,37480.0,Pearled Peach,86,The Procter & Gamble Company,CoverGirl,44,Makeup Products (non-permanent),52,Lip Gloss/Shine,656,13463-67-7,37727,Titanium dioxide,12/22/2014,10/15/2018,11/07/2014,12/22/2014,12/22/2014,2000-01-01,1,Night,Oily,12 months,15g,1.0,334.0,powder,Women,28.0,jar,Yes,Cruelty-Free
18739,Masque Bar Pore Refining Cr�me Mask,,,849,Look Beauty Products,Look Beauty,90,Skin Care Products ,95,Facial Masks,656,13463-67-7,28620,Titanium dioxide,11/03/2012,11/03/2012,2000-01-01,11/03/2012,11/03/2012,2000-01-01,1,Both,Sensitive,24 months,100ml,1.0,600.0,gel,Men,15.0,tube,No,None
2415,Rimmel - London 60 Seconds Nail Polish,8596.0,Pulsating,171,Coty,Rimmel - London,59,Nail Products,65,Nail Polish and Enamel,104,1333-86-4,3174,"Carbon black (airborne, unbound particles of respirable size)",10/06/2009,09/11/2013,2000-01-01,10/06/2009,10/13/2009,10/13/2009,2,Both,Oily,12 months,200ml,5.0,117.0,solid,Adults,8.0,jar,Yes,None
6917,NANO  EYES - EYE PENCIL,11936.0,19 Plum,198,S+,Sephora ,44,Makeup Products (non-permanent),46,Eyeliner/Eyebrow Pencils,656,13463-67-7,10922,Titanium dioxide,11/12/2009,01/26/2012,2000-01-01,11/12/2009,01/25/2012,2000-01-01,1,Day,Sensitive,36 months,30g,1.0,941.0,liquid,Teens,17.0,bottle,No,Eco-Friendly
8443,HYDRALIFE Base de Teint S�rum Hydratation Jeunesse Youth Essential Hydrating Essence-in-Base SPF 15 PA+,,,328,Parfums Christian Dior,Parfums Christian Dior,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,13154,Titanium dioxide,12/14/2009,03/30/2012,2000-01-01,12/14/2009,03/30/2012,2000-01-01,1,Day,Dry,12 months,100ml,2.0,1447.0,powder,Men,1.0,bottle,Yes,Cruelty-Free
2995,timeBalm Concealer,13858.0,Lighter than Light,176,theBalm,theBalm,44,Makeup Products (non-permanent),50,Foundations and Bases,894,14807-96-6,13310,Talc,10/08/2009,12/30/2010,2000-01-01,12/14/2009,12/14/2009,2000-01-01,3,Day,Oily,12 months,200ml,5.0,2399.0,liquid,Adults,13.0,tube,Yes,Organic
14212,Glow Base,,,598,Laboratoire Biosthetique Kosmetik GmbH & Co.,La Biosthetique,44,Makeup Products (non-permanent),50,Foundations and Bases,773,79-81-2,21851,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",06/30/2010,06/30/2010,2000-01-01,06/30/2010,06/30/2010,2000-01-01,2,Day,Dry,36 months,50ml,5.0,3962.0,solid,Adults,2.0,box,No,Eco-Friendly
780,Eyecolor,1245.0,Wild Woman Sara,84,"Bare Escentuals Beauty, Inc.",bareMinerals,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,821,Titanium dioxide,09/11/2009,09/21/2016,2000-01-01,09/11/2009,09/11/2009,2000-01-01,1,Day,Dry,24 months,200ml,3.0,4910.0,solid,Children,15.0,box,No,Eco-Friendly
1921,Purple-opolis,,,11,OPI PRODUCTS INC.,OPI Nail Lacquer,59,Nail Products,65,Nail Polish and Enamel,656,13463-67-7,17806,Titanium dioxide,09/30/2009,06/20/2019,2000-01-01,06/08/2010,06/20/2019,2000-01-01,1,Day,Oily,36 months,100ml,4.0,1301.0,powder,Women,28.0,box,Yes,None
3125,Wet & Dry Foundation,6324.0,Laurel Nude,164,Palladio Beauty Group,Palladio,44,Makeup Products (non-permanent),50,Foundations and Bases,938,13463-67-7,29686,Retinyl palmitate,10/09/2009,09/16/2019,2000-01-01,02/13/2013,02/13/2013,2000-01-01,2,Both,Sensitive,12 months,15g,5.0,613.0,solid,Children,14.0,jar,No,None
27086,Ultimate Eye Palette,,,562,The Boots Company PLC,No7,44,Makeup Products (non-permanent),48,Eye Shadow,656,13463-67-7,43819,Titanium dioxide,11/02/2015,11/02/2015,2000-01-01,11/02/2015,11/02/2015,2000-01-01,1,Both,Normal,24 months,30g,5.0,4056.0,solid,Children,1.0,box,Yes,None
1913,Mineral Power Powder Foundation,2640.0,Creamy Natural,67,L'Oreal USA,Maybelline,44,Makeup Products (non-permanent),50,Foundations and Bases,656,13463-67-7,2217,Titanium dioxide,09/30/2009,12/30/2010,2000-01-01,09/30/2009,09/30/2009,2000-01-01,1,Night,Normal,12 months,200ml,1.0,3886.0,gel,Children,19.0,tube,Yes,None
4111,CHI Ionic Permanent Shine Hair Color Additives - Gold,,,120,"Farouk Systems, Inc.",CHI,32,Hair Coloring Products,35,Hair Dyes and Colors,1102,0,0,Trade Secret,10/13/2009,10/13/2009,2000-01-01,10/13/2009,10/13/2009,2000-01-01,1,Both,Normal,36 months,100ml,4.0,4433.0,liquid,Adults,20.0,bottle,No,Cruelty-Free
21453,TERRACOTTA BLUSH - SUN SHIMMER HIGHLIGHTER,,,298,GUERLAIN,GUERLAIN,44,Makeup Products (non-permanent),45,Blushes ,656,13463-67-7,47669,Titanium dioxide,11/08/2013,01/16/2017,03/30/2014,01/16/2017,01/16/2017,2000-01-01,1,Both,Oily,12 months,50ml,5.0,1791.0,powder,Adults,27.0,jar,Yes,Eco-Friendly
2514,BLACK LABEL LIPSTICK,5257.0,TRIBUTE TO MARILYN,30,"NYX Los Angeles, Inc.",NYX,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",656,13463-67-7,3594,Titanium dioxide,10/06/2009,12/30/2010,2000-01-01,10/06/2009,10/06/2009,2000-01-01,2,Both,Dry,24 months,50ml,4.0,110.0,liquid,Women,12.0,bottle,No,None
14755,Couleur Luxe Supreme XP long lasting intense color lipstick SPF 8,20726.0,FIANC�E,685,"Ventura International, Ltd",L'BEL,44,Makeup Products (non-permanent),53,"Lip Color - Lipsticks, Liners, and Pencils",773,79-81-2,22626,"Retinol/retinyl esters, when in daily dosages in excess of 10,000 IU, or 3,000 retinol equivalents.",07/14/2010,12/30/2010,2000-01-01,07/22/2010,07/22/2010,2000-01-01,2,Night,Oily,24 months,30g,4.0,2262.0,cream,Children,10.0,box,Yes,Vegan
33531,SHADY SLIM BROW PENCIL,50696.0,GB358,546,"Beauty 21 Cosmetics, Inc.",L.A. GIRL,44,Makeup Products (non-permanent),46,Eyeliner/Eyebrow Pencils,656,13463-67-7,54230,Titanium dioxide,07/17/2018,07/17/2018,2000-01-01,07/17/2018,07/17/2018,2000-01-01,1,Night,Normal,24 months,200ml,3.0,4394.0,liquid,Teens,10.0,tube,Yes,None
3180,JUMBO EYE PENCIL,7177.0,LAVENDER,30,"NYX Los Angeles, Inc.",NYX,44,Makeup Products (non-permanent),46,Eyeliner/Eyebrow Pencils,92,25013-16-5,5641,Butylated hydroxyanisole,10/09/2009,12/30/2010,2000-01-01,10/09/2009,10/09/2009,2000-01-01,2,Day,Normal,12 months,30g,5.0,3124.0,cream,Children,16.0,box,No,Eco-Friendly
